"play_id","half","time_remaining_half","secs_remaining","secs_remaining_absolute","description","home_score","away_score","score_diff","win_prob","home","away","home_time_out_remaining","away_time_out_remaining","home_timeout_ind","away_timeout_ind","home_favored_by","game_id","date"
1,1,"20:00",2400,2400,"PLAY",0,0,0,0.785623304600368,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
2,1,"19:53",2393,2393,"Justin Wright-Foreman missed Jumper.",0,0,0,0.785623304600368,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
3,1,"19:53",2393,2393,"Jaylen Fornes Defensive Rebound.",0,0,0,0.785623304600368,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
4,1,"19:29",2369,2369,"Devontae Cacok missed Jumper.",0,0,0,0.767095843863051,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
5,1,"19:29",2369,2369,"Hofstra Defensive Rebound.",0,0,0,0.767095843863051,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
6,1,"19:24",2364,2364,"Rokas Gustys made Layup. Assisted by Justin Wright-Foreman.",2,0,2,0.778858554791581,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
7,1,"19:10",2350,2350,"Foul on Devontae Cacok.",2,0,2,0.814573537339989,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
8,1,"19:10",2350,2350,"Devontae Cacok Turnover.",2,0,2,0.814573537339989,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
9,1,"18:57",2337,2337,"Justin Wright-Foreman missed Three Point Jumper.",2,0,2,0.806761632866555,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
10,1,"18:57",2337,2337,"Eli Pemberton Offensive Rebound.",2,0,2,0.806761632866555,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
11,1,"18:52",2332,2332,"Eli Pemberton missed Jumper.",2,0,2,0.806761632866555,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
12,1,"18:52",2332,2332,"Devontae Cacok Defensive Rebound.",2,0,2,0.806761632866555,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
13,1,"18:33",2313,2313,"Jordon Talley missed Three Point Jumper.",2,0,2,0.794780989816573,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
14,1,"18:33",2313,2313,"Rokas Gustys Defensive Rebound.",2,0,2,0.794780989816573,"Hofstra","UNC Wilmington",4,4,0,0,6,401020171,2018-03-04
