"play_id","half","time_remaining_half","secs_remaining","secs_remaining_absolute","description","home_score","away_score","score_diff","win_prob","home","away","home_time_out_remaining","away_time_out_remaining","home_timeout_ind","away_timeout_ind","home_favored_by","game_id","date"
1,1,"20:00",2400,2400,"PLAY",0,0,0,0.927043157527068,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
2,1,"19:37",2377,2377,"Evan Taylor made Three Point Jumper. Assisted by James Palmer Jr..",3,0,3,0.93810064665131,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
3,1,"19:10",2350,2350,"Larry Dennis missed Jumper.",3,0,3,0.939303261091154,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
4,1,"19:10",2350,2350,"Jordy Tshimanga Defensive Rebound.",3,0,3,0.939303261091154,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
5,1,"19:03",2343,2343,"James Palmer Jr. missed Three Point Jumper.",3,0,3,0.932353986901837,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
6,1,"19:03",2343,2343,"Larry Dennis Defensive Rebound.",3,0,3,0.932353986901837,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
7,1,"18:46",2326,2326,"Divine Myles missed Jumper.",3,0,3,0.938427125708664,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
8,1,"18:46",2326,2326,"Isaac Copeland Defensive Rebound.",3,0,3,0.938427125708664,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
9,1,"18:27",2307,2307,"Isaac Copeland missed Jumper.",3,0,3,0.930443028137158,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
10,1,"18:27",2307,2307,"Larry Dennis Defensive Rebound.",3,0,3,0.930443028137158,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
11,1,"18:18",2298,2298,"Larry Dennis made Layup. Assisted by B.J. Glasford.",3,2,1,0.923325359043463,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
12,1,"18:02",2282,2282,"Foul on B.J. Glasford.",3,2,1,0.920284429201168,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
13,1,"18:02",2282,2282,"James Palmer Jr. made Free Throw.",4,2,2,0.927644572532217,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
14,1,"18:02",2282,2282,"James Palmer Jr. made Free Throw.",5,2,3,0.934373613664224,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
15,1,"17:47",2267,2267,"Luke Doyle Turnover.",5,2,3,0.942675371452174,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
16,1,"17:47",2267,2267,"Evan Taylor Steal.",5,2,3,0.942675371452174,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
17,1,"17:36",2256,2256,"James Palmer Jr. missed Jumper.",5,2,3,0.929875072980336,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
18,1,"17:36",2256,2256,"Larry Dennis Defensive Rebound.",5,2,3,0.929875072980336,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
19,1,"17:26",2246,2246,"Luke Doyle missed Three Point Jumper.",5,2,3,0.924622258080977,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
20,1,"17:26",2246,2246,"Jordy Tshimanga Defensive Rebound.",5,2,3,0.924622258080977,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
21,1,"17:08",2228,2228,"Isaac Copeland missed Layup.",5,2,3,0.935210725963591,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
22,1,"17:08",2228,2228,"Angel Rivera Defensive Rebound.",5,2,3,0.935210725963591,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
23,1,"16:59",2219,2219,"Larry Dennis Turnover.",5,2,3,0.935808332759609,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
24,1,"16:47",2207,2207,"James Palmer Jr. missed Jumper.",5,2,3,0.934333377153229,"Nebraska","Stetson",4,4,0,0,23.9,400986471,2017-12-29
