"play_id","half","time_remaining_half","secs_remaining","secs_remaining_absolute","description","home_score","away_score","score_diff","play_length","win_prob","home","away","home_time_out_remaining","away_time_out_remaining","home_timeout_ind","away_timeout_ind","home_favored_by","game_id","date"
69,1,"10:52",1852,1852,"Griffin Kinney made Free Throw.",17,7,10,0,0.545231011617069,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
70,1,"10:52",1852,1852,"Griffin Kinney missed Free Throw.",17,7,10,0,0.545231011617069,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
71,1,"10:52",1852,1852,"Faith Pope Defensive Rebound.",17,7,10,12,0.545231011617069,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
72,1,"10:40",1840,1840,"Julian Harris missed Layup.",17,7,10,0,0.493246882979097,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
73,1,"10:40",1840,1840,"Griffin Kinney Defensive Rebound.",17,7,10,32,0.493246882979097,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
74,1,"10:08",1808,1808,"Emarius Logan made Jumper.",19,7,12,23,0.589611296492953,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
75,1,"9:45",1785,1785,"Kaelon Wilson made Three Point Jumper. Assisted by Faith Pope.",19,10,9,26,0.522608136173615,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
76,1,"9:19",1759,1759,"Foul on Drew Charles.",19,10,9,8,0.48218596103339,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
77,1,"9:11",1751,1751,"Foul on Drew Charles.",19,10,9,0,0.48218596103339,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
78,1,"9:11",1751,1751,"Griffin Kinney made Layup.",21,10,11,0,0.552052272577486,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
79,1,"9:11",1751,1751,"Kaelon Wilson missed Free Throw.",21,10,11,0,0.552052272577486,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
80,1,"9:11",1751,1751,"Bennett Holley Defensive Rebound.",21,10,11,10,0.552052272577486,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
81,1,"9:01",1741,1741,"Julian Harris missed Layup.",21,10,11,0,0.597219604861354,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
82,1,"9:01",1741,1741,"Griffin Kinney Block.",21,10,11,2,0.597219604861354,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
83,1,"8:59",1739,1739,"Tyrell Johnson Defensive Rebound.",21,10,11,13,0.592662128565535,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
84,1,"8:46",1726,1726,"Emarius Logan missed Three Point Jumper.",21,10,11,0,0.635215523627935,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
85,1,"8:46",1726,1726,"Jalen Jones Defensive Rebound.",21,10,11,16,0.635215523627935,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
86,1,"8:30",1710,1710,"Erick Neal Turnover.",21,10,11,19,0.574569629457411,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
87,1,"8:11",1691,1691,"Foul on Jalen Jones.",21,10,11,20,0.634794884846689,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
88,1,"7:51",1671,1671,"Griffin Kinney missed Layup.",21,10,11,0,0.602976235253673,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
89,1,"7:51",1671,1671,"Patrick Good Offensive Rebound.",21,10,11,5,0.602976235253673,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
90,1,"7:46",1666,1666,"Tyrell Johnson made Jumper. Assisted by Patrick Good.",23,10,13,17,0.638381407636497,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
91,1,"7:29",1649,1649,"Drew Charles missed Three Point Jumper.",23,10,13,0,0.677659703017804,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
92,1,"7:29",1649,1649,"Jorge Bilbao Offensive Rebound.",23,10,13,0,0.677659703017804,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
93,1,"7:29",1649,1649,"Foul on Tyrell Johnson.",23,10,13,0,0.677659703017804,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
94,1,"7:29",1649,1649,"Official TV Timeout",23,10,13,9,0.677659703017804,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
95,1,"7:20",1640,1640,"Erick Neal Turnover.",23,10,13,0,0.677659703017804,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
96,1,"7:20",1640,1640,"Isaac Johnson Steal.",23,10,13,14,0.677659703017804,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
97,1,"7:06",1626,1626,"Bennett Holley missed Three Point Jumper.",23,10,13,0,0.669930701832735,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
98,1,"7:06",1626,1626,"Kevin Hervey Defensive Rebound.",23,10,13,7,0.669930701832735,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
99,1,"6:59",1619,1619,"Erick Neal missed Jumper.",23,10,13,0,0.671191877261161,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
100,1,"6:59",1619,1619,"Jake Babic Defensive Rebound.",23,10,13,13,0.671191877261161,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
101,1,"6:46",1606,1606,"Jake Babic missed Three Point Jumper.",23,10,13,0,0.630738089547357,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
102,1,"6:46",1606,1606,"Kevin Hervey Defensive Rebound.",23,10,13,10,0.630738089547357,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
103,1,"6:36",1596,1596,"Nathan Hawkins missed Jumper.",23,10,13,0,0.691167905798719,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
104,1,"6:36",1596,1596,"UT-Arlington Offensive Rebound.",23,10,13,13,0.691167905798719,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
105,1,"6:23",1583,1583,"Erick Neal missed Jumper.",23,10,13,3,0.643011642732776,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
106,1,"6:20",1580,1580,"Jorge Bilbao Offensive Rebound.",23,10,13,0,0.643011642732776,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
107,1,"6:20",1580,1580,"Jorge Bilbao made Layup.",23,12,11,34,0.578670716125643,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
108,1,"5:46",1546,1546,"Appalachian St  Turnover.",23,12,11,3,0.609152266742272,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
109,1,"5:43",1543,1543,"Kaelon Wilson missed Layup.",23,12,11,0,0.609152266742272,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
110,1,"5:43",1543,1543,"Isaac Johnson Defensive Rebound.",23,12,11,25,0.609152266742272,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
111,1,"5:18",1518,1518,"Foul on Kevin Hervey.",23,12,11,0,0.672344908033962,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
112,1,"5:18",1518,1518,"Isaac Johnson missed Free Throw.",23,12,11,0,0.672344908033962,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
113,1,"5:18",1518,1518,"Kevin Hervey Defensive Rebound.",23,12,11,15,0.672344908033962,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
114,1,"5:03",1503,1503,"Kaelon Wilson made Jumper.",23,14,9,14,0.55427141799727,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
115,1,"4:49",1489,1489,"Patrick Good Turnover.",23,14,9,1,0.561791573143164,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
116,1,"4:48",1488,1488,"Kaelon Wilson Steal.",23,14,9,1,0.561791573143164,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
117,1,"4:47",1487,1487,"Foul on Griffin Kinney.",23,14,9,0,0.561791573143164,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
118,1,"4:47",1487,1487,"Kaelon Wilson made Free Throw.",23,15,8,0,0.524554760433319,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
119,1,"4:47",1487,1487,"Kaelon Wilson made Free Throw.",23,16,7,18,0.487042895272042,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
120,1,"4:29",1469,1469,"Ronshad Shabazz made Three Point Jumper. Assisted by Isaac Johnson.",26,16,10,11,0.630277729051705,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
121,1,"4:18",1458,1458,"Nathan Hawkins missed Three Point Jumper.",26,16,10,0,0.588738543220953,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
122,1,"4:18",1458,1458,"Ronshad Shabazz Defensive Rebound.",26,16,10,8,0.588738543220953,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
123,1,"4:10",1450,1450,"Ronshad Shabazz made Jumper.",28,16,12,0,0.657826577387815,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
124,1,"4:10",1450,1450,"Foul on Faith Pope.",28,16,12,0,0.657826577387815,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
125,1,"4:10",1450,1450,"Ronshad Shabazz missed Free Throw.",28,16,12,0,0.657826577387815,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
126,1,"4:10",1450,1450,"Faith Pope Defensive Rebound.",28,16,12,8,0.657826577387815,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
127,1,"4:02",1442,1442,"Faith Pope Turnover.",28,16,12,0,0.712016512960273,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
128,1,"4:02",1442,1442,"Isaac Johnson Steal.",28,16,12,3,0.712016512960273,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
129,1,"3:59",1439,1439,"Foul on Faith Pope.",28,16,12,0,0.705817018688407,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
130,1,"3:59",1439,1439,"Isaac Johnson missed Free Throw.",28,16,12,0,0.705817018688407,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
131,1,"3:59",1439,1439,"Appalachian St Deadball Team Rebound.",28,16,12,0,0.705817018688407,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
132,1,"3:59",1439,1439,"Isaac Johnson made Free Throw.",29,16,13,25,0.735801460719891,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
133,1,"3:34",1414,1414,"Faith Pope Turnover.",29,16,13,12,0.738508278962548,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
134,1,"3:22",1402,1402,"Ronshad Shabazz made Jumper.",31,16,15,16,0.793030755674256,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
135,1,"3:06",1386,1386,"Faith Pope made Layup.",31,18,13,17,0.72556412119191,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
136,1,"2:49",1369,1369,"Jake Babic Turnover.",31,18,13,0,0.730746680437462,"Appalachian State","UT Arlington",4,4,0,1,-7,400916055,2017-01-28
137,1,"2:49",1369,1369,"Erick Neal Steal.",31,18,13,0,0.730746680437462,"Appalachian State","UT Arlington",4,4,0,1,-7,400916055,2017-01-28
138,1,"2:49",1369,1369,"UT-Arlington  Timeout",31,18,13,10,0.730746680437462,"Appalachian State","UT Arlington",4,3,0,1,-7,400916055,2017-01-28
139,1,"2:39",1359,1359,"Erick Neal missed Jumper.",31,18,13,0,0.745071430203156,"Appalachian State","UT Arlington",4,3,0,1,-7,400916055,2017-01-28
140,1,"2:39",1359,1359,"Griffin Kinney Defensive Rebound.",31,18,13,3,0.745071430203156,"Appalachian State","UT Arlington",4,3,0,1,-7,400916055,2017-01-28
141,1,"2:36",1356,1356,"Isaac Johnson Turnover.",31,18,13,2,0.745071430203156,"Appalachian State","UT Arlington",4,3,0,1,-7,400916055,2017-01-28
142,1,"2:34",1354,1354,"Faith Pope Steal.",31,18,13,1,0.745071430203156,"Appalachian State","UT Arlington",4,3,0,1,-7,400916055,2017-01-28
143,1,"2:33",1353,1353,"Erick Neal Turnover.",31,18,13,4,0.745071430203156,"Appalachian State","UT Arlington",4,3,0,1,-7,400916055,2017-01-28
144,1,"2:29",1349,1349,"Ronshad Shabazz Steal.",31,18,13,6,0.747344184478398,"Appalachian State","UT Arlington",4,3,0,1,-7,400916055,2017-01-28
145,1,"2:23",1343,1343,"Ronshad Shabazz Turnover.",31,18,13,4,0.747344184478398,"Appalachian State","UT Arlington",4,3,0,1,-7,400916055,2017-01-28
146,1,"2:19",1339,1339,"Jalen Jones Steal.",31,18,13,4,0.729133358641475,"Appalachian State","UT Arlington",4,3,0,1,-7,400916055,2017-01-28
147,1,"2:15",1335,1335,"Jalen Jones made Layup.",31,20,11,14,0.663534277068086,"Appalachian State","UT Arlington",4,3,0,1,-7,400916055,2017-01-28
148,1,"2:01",1321,1321,"Ronshad Shabazz Turnover.",31,20,11,13,0.675213480058025,"Appalachian State","UT Arlington",4,3,0,1,-7,400916055,2017-01-28
149,1,"1:48",1308,1308,"Kevin Hervey missed Jumper.",31,20,11,0,0.675752020865324,"Appalachian State","UT Arlington",4,3,0,0,-7,400916055,2017-01-28
150,1,"1:48",1308,1308,"Griffin Kinney Defensive Rebound.",31,20,11,0,0.675752020865324,"Appalachian State","UT Arlington",4,3,0,0,-7,400916055,2017-01-28
151,1,"1:48",1308,1308,"Foul on Jorge Bilbao.",31,20,11,1,0.675752020865324,"Appalachian State","UT Arlington",4,3,0,0,-7,400916055,2017-01-28
152,1,"1:47",1307,1307,"Griffin Kinney missed Free Throw.",31,20,11,0,0.675752020865324,"Appalachian State","UT Arlington",4,3,0,0,-7,400916055,2017-01-28
153,1,"1:47",1307,1307,"Appalachian St Deadball Team Rebound.",31,20,11,0,0.675752020865324,"Appalachian State","UT Arlington",4,3,0,0,-7,400916055,2017-01-28
154,1,"1:47",1307,1307,"Griffin Kinney made Free Throw.",32,20,12,15,0.707119263615611,"Appalachian State","UT Arlington",4,3,0,0,-7,400916055,2017-01-28
155,1,"1:32",1292,1292,"Kevin Hervey missed Three Point Jumper.",32,20,12,0,0.773302079629922,"Appalachian State","UT Arlington",4,3,0,0,-7,400916055,2017-01-28
156,1,"1:32",1292,1292,"Craig Hinton Defensive Rebound.",32,20,12,12,0.773302079629922,"Appalachian State","UT Arlington",4,3,0,0,-7,400916055,2017-01-28
157,1,"1:20",1280,1280,"Emarius Logan missed Layup.",32,20,12,0,0.680225342244629,"Appalachian State","UT Arlington",4,3,0,0,-7,400916055,2017-01-28
158,1,"1:20",1280,1280,"Jalen Jones Defensive Rebound.",32,20,12,7,0.680225342244629,"Appalachian State","UT Arlington",4,3,0,0,-7,400916055,2017-01-28
159,1,"1:13",1273,1273,"Jalen Jones made Layup.",32,22,10,28,0.606377978335405,"Appalachian State","UT Arlington",4,3,0,0,-7,400916055,2017-01-28
160,1,"0:45",1245,1245,"Emarius Logan missed Three Point Jumper.",32,22,10,0,0.63290609140007,"Appalachian State","UT Arlington",4,3,0,0,-7,400916055,2017-01-28
161,1,"0:45",1245,1245,"Jorge Bilbao Defensive Rebound.",32,22,10,13,0.63290609140007,"Appalachian State","UT Arlington",4,3,0,0,-7,400916055,2017-01-28
