"play_id","half","time_remaining_half","secs_remaining","secs_remaining_absolute","description","home_score","away_score","score_diff","play_length","win_prob","home","away","home_time_out_remaining","away_time_out_remaining","home_timeout_ind","away_timeout_ind","home_favored_by","game_id","date"
1,1,"20:00",2400,2400,"PLAY",0,0,0,25,0.200338400078883,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
2,1,"19:35",2375,2375,"Ronshad Shabazz made Three Point Jumper. Assisted by Emarius Logan.",3,0,3,26,0.279306176133939,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
3,1,"19:09",2349,2349,"Jalen Jones missed Jumper.",3,0,3,0,0.269619933601819,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
4,1,"19:09",2349,2349,"Jorge Bilbao Offensive Rebound.",3,0,3,4,0.269619933601819,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
5,1,"19:05",2345,2345,"Foul on Jake Babic.",3,0,3,0,0.269619933601819,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
6,1,"19:05",2345,2345,"Jorge Bilbao missed Free Throw.",3,0,3,0,0.269619933601819,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
7,1,"19:05",2345,2345,"UT-Arlington Deadball Team Rebound.",3,0,3,0,0.269619933601819,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
8,1,"19:05",2345,2345,"Jorge Bilbao missed Free Throw.",3,0,3,0,0.269619933601819,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
9,1,"19:05",2345,2345,"Jake Babic Defensive Rebound.",3,0,3,21,0.269619933601819,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
10,1,"18:44",2324,2324,"Emarius Logan Turnover.",3,0,3,0,0.29991139413393,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
11,1,"18:44",2324,2324,"DJ Bryant Steal.",3,0,3,24,0.29991139413393,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
12,1,"18:20",2300,2300,"Kevin Hervey made Jumper.",3,2,1,22,0.240315269945186,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
13,1,"17:58",2278,2278,"Tyrell Johnson missed Layup.",3,2,1,0,0.246455457333589,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
14,1,"17:58",2278,2278,"Griffin Kinney Offensive Rebound.",3,2,1,3,0.246455457333589,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
15,1,"17:55",2275,2275,"Griffin Kinney made Layup.",5,2,3,22,0.286867751431727,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
16,1,"17:33",2253,2253,"DJ Bryant Turnover.",5,2,3,17,0.292416508645752,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
17,1,"17:16",2236,2236,"Foul on Jalen Jones.",5,2,3,10,0.290987399812951,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
18,1,"17:06",2226,2226,"Foul on Kevin Hervey.",5,2,3,9,0.284833424968939,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
19,1,"16:57",2217,2217,"Ronshad Shabazz made Three Point Jumper. Assisted by Patrick Good.",8,2,6,19,0.414861713136462,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
20,1,"16:38",2198,2198,"Jalen Jones missed Layup.",8,2,6,0,0.381121730800976,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
21,1,"16:38",2198,2198,"Griffin Kinney Defensive Rebound.",8,2,6,26,0.381121730800976,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
22,1,"16:12",2172,2172,"Tyrell Johnson missed Jumper.",8,2,6,0,0.35729857672009,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
23,1,"16:12",2172,2172,"Jorge Bilbao Defensive Rebound.",8,2,6,15,0.35729857672009,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
24,1,"15:57",2157,2157,"Drew Charles missed Jumper.",8,2,6,0,0.364866581974464,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
25,1,"15:57",2157,2157,"Ronshad Shabazz Defensive Rebound.",8,2,6,8,0.364866581974464,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
26,1,"15:49",2149,2149,"Tyrell Johnson missed Three Point Jumper.",8,2,6,0,0.359222674740823,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
27,1,"15:49",2149,2149,"Jorge Bilbao Defensive Rebound.",8,2,6,19,0.359222674740823,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
28,1,"15:30",2130,2130,"Foul on Tyrell Johnson.",8,2,6,0,0.375517085986725,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
29,1,"15:30",2130,2130,"Official TV Timeout",8,2,6,0,0.375517085986725,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
30,1,"15:30",2130,2130,"Kevin Hervey missed Free Throw.",8,2,6,0,0.375517085986725,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
31,1,"15:30",2130,2130,"UT-Arlington Deadball Team Rebound.",8,2,6,0,0.375517085986725,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
32,1,"15:30",2130,2130,"Kevin Hervey made Free Throw.",8,3,5,0,0.347583780867489,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
33,1,"15:30",2130,2130,"Kevin Hervey missed Free Throw.",8,3,5,0,0.347583780867489,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
34,1,"15:30",2130,2130,"Craig Hinton Defensive Rebound.",8,3,5,22,0.347583780867489,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
35,1,"15:08",2108,2108,"Emarius Logan missed Three Point Jumper.",8,3,5,0,0.342662533708554,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
36,1,"15:08",2108,2108,"Kevin Hervey Defensive Rebound.",8,3,5,8,0.342662533708554,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
37,1,"15:00",2100,2100,"Kevin Hervey missed Layup.",8,3,5,0,0.342662533708554,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
38,1,"15:00",2100,2100,"Griffin Kinney Block.",8,3,5,2,0.342662533708554,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
39,1,"14:58",2098,2098,"Isaac Johnson Defensive Rebound.",8,3,5,9,0.364660264125502,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
40,1,"14:49",2089,2089,"Emarius Logan missed Jumper.",8,3,5,0,0.359050516916964,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
41,1,"14:49",2089,2089,"Jorge Bilbao Defensive Rebound.",8,3,5,30,0.359050516916964,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
42,1,"14:19",2059,2059,"Nathan Hawkins missed Three Point Jumper.",8,3,5,0,0.320418663601926,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
43,1,"14:19",2059,2059,"Kevin Hervey Offensive Rebound.",8,3,5,3,0.320418663601926,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
44,1,"14:16",2056,2056,"Kevin Hervey made Layup.",8,5,3,22,0.271670614802458,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
45,1,"13:54",2034,2034,"Ronshad Shabazz made Jumper.",10,5,5,28,0.337330994933998,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
46,1,"13:26",2006,2006,"DJ Bryant Turnover.",10,5,5,1,0.342273271648542,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
47,1,"13:25",2005,2005,"Ronshad Shabazz Steal.",10,5,5,6,0.342273271648542,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
48,1,"13:19",1999,1999,"Foul on Ronshad Shabazz.",10,5,5,0,0.363284236671038,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
49,1,"13:19",1999,1999,"Ronshad Shabazz Turnover.",10,5,5,23,0.363284236671038,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
50,1,"12:56",1976,1976,"Kaelon Wilson missed Layup.",10,5,5,0,0.355003838510124,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
51,1,"12:56",1976,1976,"Jake Wilson Defensive Rebound.",10,5,5,5,0.355003838510124,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
52,1,"12:51",1971,1971,"Ronshad Shabazz made Three Point Jumper. Assisted by Patrick Good.",13,5,8,25,0.446353624007358,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
53,1,"12:26",1946,1946,"Drew Charles missed Layup.",13,5,8,0,0.456991569373318,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
54,1,"12:26",1946,1946,"Patrick Good Defensive Rebound.",13,5,8,8,0.456991569373318,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
55,1,"12:18",1938,1938,"Ronshad Shabazz made Three Point Jumper. Assisted by Jake Wilson.",16,5,11,3,0.555945386406626,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
56,1,"12:15",1935,1935,"Foul on Ronshad Shabazz.",16,5,11,0,0.555945386406626,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
57,1,"12:15",1935,1935,"Kaelon Wilson missed Free Throw.",16,5,11,0,0.555945386406626,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
58,1,"12:15",1935,1935,"UT-Arlington Deadball Team Rebound.",16,5,11,0,0.555945386406626,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
59,1,"12:15",1935,1935,"Kaelon Wilson missed Free Throw.",16,5,11,0,0.555945386406626,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
60,1,"12:15",1935,1935,"Drew Charles Offensive Rebound.",16,5,11,0,0.555945386406626,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
61,1,"12:15",1935,1935,"Drew Charles made Layup.",16,7,9,34,0.491596028523661,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
62,1,"11:41",1901,1901,"Ronshad Shabazz missed Three Point Jumper.",16,7,9,0,0.459938175812052,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
63,1,"11:41",1901,1901,"Kevin Hervey Defensive Rebound.",16,7,9,8,0.459938175812052,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
64,1,"11:33",1893,1893,"Kaelon Wilson missed Three Point Jumper.",16,7,9,0,0.530883883024027,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
65,1,"11:33",1893,1893,"Ronshad Shabazz Defensive Rebound.",16,7,9,19,0.530883883024027,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
66,1,"11:14",1874,1874,"Patrick Good missed Three Point Jumper.",16,7,9,0,0.487421813845801,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
67,1,"11:14",1874,1874,"Tyrell Johnson Offensive Rebound.",16,7,9,22,0.487421813845801,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
68,1,"10:52",1852,1852,"Foul on Nathan Hawkins.",16,7,9,0,0.513354717063409,"Appalachian State","UT Arlington",4,4,0,0,-7,400916055,2017-01-28
