"play_id","half","time_remaining_half","secs_remaining","secs_remaining_absolute","description","home_score","away_score","score_diff","win_prob","home","away","home_time_out_remaining","away_time_out_remaining","home_timeout_ind","away_timeout_ind","home_favored_by","game_id","date"
1,1,"20:00",2400,2400,"PLAY",0,0,0,0.594491178023225,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
2,1,"19:49",2389,2389,"Ajdin Penava missed Layup.",0,0,0,0.594140485047462,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
3,1,"19:49",2389,2389,"Nathan Knight Block.",0,0,0,0.594140485047462,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
4,1,"19:48",2388,2388,"Ajdin Penava Offensive Rebound.",0,0,0,0.594140485047462,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
5,1,"19:47",2387,2387,"Ajdin Penava missed Layup.",0,0,0,0.594140485047462,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
6,1,"19:47",2387,2387,"Nathan Knight Block.",0,0,0,0.594140485047462,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
7,1,"19:46",2386,2386,"Connor Burchfield Defensive Rebound.",0,0,0,0.594140485047462,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
8,1,"19:36",2376,2376,"Nathan Knight Turnover.",0,0,0,0.602632624681458,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
9,1,"19:35",2375,2375,"Jarrod West Steal.",0,0,0,0.602632624681458,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
10,1,"19:31",2371,2371,"Jarrod West made Jumper.",0,2,-2,0.556309863387091,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
11,1,"19:14",2354,2354,"David Cohn missed Three Point Jumper.",0,2,-2,0.565880803823955,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
12,1,"19:14",2354,2354,"Ajdin Penava Defensive Rebound.",0,2,-2,0.565880803823955,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
13,1,"19:04",2344,2344,"Jon Elmore missed Three Point Jumper.",0,2,-2,0.545728110753423,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
14,1,"19:04",2344,2344,"Connor Burchfield Defensive Rebound.",0,2,-2,0.545728110753423,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
15,1,"18:51",2331,2331,"Nathan Knight missed Layup.",0,2,-2,0.549561763153159,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
16,1,"18:51",2331,2331,"Jon Elmore Block.",0,2,-2,0.549561763153159,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
17,1,"18:50",2330,2330,"Nathan Knight Offensive Rebound.",0,2,-2,0.549561763153159,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
18,1,"18:48",2328,2328,"Nathan Knight missed Layup.",0,2,-2,0.554682737070966,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
19,1,"18:48",2328,2328,"Nathan Knight Offensive Rebound.",0,2,-2,0.554682737070966,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
20,1,"18:42",2322,2322,"Nathan Knight made Jumper.",2,2,0,0.607197959639348,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
21,1,"18:37",2317,2317,"C.J. Burks missed Layup.",2,2,0,0.58285636694738,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
22,1,"18:37",2317,2317,"Justin Pierce Defensive Rebound.",2,2,0,0.58285636694738,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
23,1,"18:25",2305,2305,"Nathan Knight Turnover.",2,2,0,0.585377963889751,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
24,1,"18:25",2305,2305,"Jon Elmore Steal.",2,2,0,0.585377963889751,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
25,1,"18:11",2291,2291,"Ajdin Penava missed Layup.",2,2,0,0.59855583663528,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
26,1,"18:11",2291,2291,"Nathan Knight Defensive Rebound.",2,2,0,0.59855583663528,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
27,1,"17:40",2260,2260,"Justin Pierce missed Three Point Jumper.",2,2,0,0.598746673853688,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
28,1,"17:40",2260,2260,"C.J. Burks Defensive Rebound.",2,2,0,0.598746673853688,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
29,1,"17:35",2255,2255,"Jarrod West made Jumper. Assisted by C.J. Burks.",2,4,-2,0.548469900707337,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
30,1,"17:27",2247,2247,"David Cohn missed Layup.",2,4,-2,0.55360274514997,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
31,1,"17:27",2247,2247,"Ajdin Penava Block.",2,4,-2,0.55360274514997,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
32,1,"17:25",2245,2245,"Dani Koljanin Defensive Rebound.",2,4,-2,0.55360274514997,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
33,1,"17:22",2242,2242,"C.J. Burks made Dunk. Assisted by Dani Koljanin.",2,6,-4,0.506765422054208,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
34,1,"17:00",2220,2220,"Connor Burchfield made Three Point Jumper. Assisted by David Cohn.",5,6,-1,0.570952765535918,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
35,1,"16:48",2208,2208,"Dani Koljanin missed Three Point Jumper.",5,6,-1,0.567425523742129,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
36,1,"16:48",2208,2208,"Matt Milon Defensive Rebound.",5,6,-1,0.567425523742129,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
37,1,"16:42",2202,2202,"Nathan Knight made Dunk. Assisted by David Cohn.",7,6,1,0.621911219130233,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
38,1,"16:19",2179,2179,"Ajdin Penava made Dunk. Assisted by C.J. Burks.",7,8,-1,0.559655670006809,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
39,1,"15:59",2159,2159,"Connor Burchfield made Three Point Jumper. Assisted by David Cohn.",10,8,2,0.637854863625671,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
40,1,"15:46",2146,2146,"C.J. Burks missed Layup.",10,8,2,0.646320815642899,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
41,1,"15:46",2146,2146,"Justin Pierce Defensive Rebound.",10,8,2,0.646320815642899,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
42,1,"15:27",2127,2127,"Matt Milon made Jumper. Assisted by Nathan Knight.",12,8,4,0.689433782634034,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
43,1,"15:17",2117,2117,"Jon Elmore made Layup.",12,10,2,0.642108435438232,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
44,1,"14:57",2097,2097,"Matt Milon missed Three Point Jumper.",12,10,2,0.644111108404066,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
45,1,"14:57",2097,2097,"Ajdin Penava Defensive Rebound.",12,10,2,0.644111108404066,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
46,1,"14:48",2088,2088,"Ajdin Penava made Layup.",12,12,0,0.594672093651087,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
47,1,"14:48",2088,2088,"Foul on Matt Milon.",12,12,0,0.594672093651087,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
48,1,"14:48",2088,2088,"Official TV Timeout",12,12,0,0.594672093651087,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
49,1,"14:48",2088,2088,"Ajdin Penava made Free Throw.",12,13,-1,0.567922482515756,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
50,1,"14:19",2059,2059,"Justin Pierce made Layup.",14,13,1,0.609413432913248,"William & Mary","Marshall",4,4,0,0,1.5,400991512,2017-11-29
