"play_id","half","time_remaining_half","secs_remaining","secs_remaining_absolute","description","home_score","away_score","score_diff","win_prob","home","away","home_time_out_remaining","away_time_out_remaining","home_timeout_ind","away_timeout_ind","home_favored_by","game_id","date"
1,1,"20:00",2400,2400,"PLAY",0,0,0,0.917873478283439,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
2,1,"19:27",2367,2367,"Semi Ojeleye missed Jumper.",0,0,0,0.901549894756309,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
3,1,"19:27",2367,2367,"Elijah Hughes Defensive Rebound.",0,0,0,0.901549894756309,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
4,1,"18:57",2337,2337,"Kentrell Barkley missed Jumper.",0,0,0,0.907339407385274,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
5,1,"18:57",2337,2337,"Semi Ojeleye Defensive Rebound.",0,0,0,0.907339407385274,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
6,1,"18:47",2327,2327,"Semi Ojeleye missed Three Point Jumper.",0,0,0,0.90748709575685,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
7,1,"18:47",2327,2327,"Andre Washington Defensive Rebound.",0,0,0,0.90748709575685,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
8,1,"18:29",2309,2309,"Deng Riak made Layup. Assisted by Caleb White.",0,2,-2,0.878686555337768,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
9,1,"18:15",2295,2295,"Sterling Brown missed Three Point Jumper.",0,2,-2,0.888704709743409,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
10,1,"18:15",2295,2295,"Deng Riak Defensive Rebound.",0,2,-2,0.888704709743409,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
11,1,"17:54",2274,2274,"Caleb White missed Three Point Jumper.",0,2,-2,0.885827335525919,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
12,1,"17:54",2274,2274,"Shake Milton Defensive Rebound.",0,2,-2,0.885827335525919,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
13,1,"17:44",2264,2264,"Semi Ojeleye missed Three Point Jumper.",0,2,-2,0.887162901768484,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
14,1,"17:44",2264,2264,"Kentrell Barkley Defensive Rebound.",0,2,-2,0.887162901768484,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
15,1,"17:26",2246,2246,"Elijah Hughes missed Three Point Jumper.",0,2,-2,0.873051238525024,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
16,1,"17:26",2246,2246,"Sterling Brown Defensive Rebound.",0,2,-2,0.873051238525024,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
17,1,"17:11",2231,2231,"Jarrey Foster made Three Point Jumper. Assisted by Sterling Brown.",3,2,1,0.91232472013466,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
18,1,"16:53",2213,2213,"Caleb White Turnover.",3,2,1,0.909383857144925,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
19,1,"16:52",2212,2212,"Ben Moore Steal.",3,2,1,0.909383857144925,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
20,1,"16:48",2208,2208,"Jarrey Foster missed Layup.",3,2,1,0.910043242504963,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
21,1,"16:48",2208,2208,"Deng Riak Defensive Rebound.",3,2,1,0.910043242504963,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
22,1,"16:20",2180,2180,"Elijah Hughes missed Layup.",3,2,1,0.909606280873526,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
23,1,"16:20",2180,2180,"Ben Moore Defensive Rebound.",3,2,1,0.909606280873526,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
24,1,"16:10",2170,2170,"Ben Moore missed Jumper.",3,2,1,0.907372556384324,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
25,1,"16:10",2170,2170,"Kentrell Barkley Defensive Rebound.",3,2,1,0.907372556384324,"SMU","East Carolina",4,4,0,0,18,400916611,2017-02-01
