"play_id","half","time_remaining_half","secs_remaining","secs_remaining_absolute","description","home_score","away_score","score_diff","win_prob","home","away","home_time_out_remaining","away_time_out_remaining","home_timeout_ind","away_timeout_ind","home_favored_by","game_id","date"
1,1,"20:00",2400,2400,"PLAY",0,0,0,0.262021652704736,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
2,1,"19:40",2380,2380,"Luke Nelson made Three Point Jumper. Assisted by Ioannis Dimakopoulos.",0,3,-3,0.249546036217458,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
3,1,"19:10",2350,2350,"Jackson Rowe Turnover.",0,3,-3,0.238902196770033,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
4,1,"18:53",2333,2333,"Luke Nelson missed Three Point Jumper.",0,3,-3,0.228312934088646,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
5,1,"18:53",2333,2333,"Darcy Malone Defensive Rebound.",0,3,-3,0.228312934088646,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
6,1,"18:40",2320,2320,"Kyle Allman Turnover.",0,3,-3,0.2353510902422,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
7,1,"18:23",2303,2303,"Jonathan Galloway missed Jumper.",0,3,-3,0.225456279408672,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
8,1,"18:23",2303,2303,"CSU Fullerton Defensive Rebound.",0,3,-3,0.225456279408672,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
9,1,"18:12",2292,2292,"Tre Coggins missed Jumper.",0,3,-3,0.231350046926978,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
10,1,"18:12",2292,2292,"Jackson Rowe Offensive Rebound.",0,3,-3,0.231350046926978,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
11,1,"18:04",2284,2284,"Darcy Malone missed Jumper.",0,3,-3,0.219579617574786,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
12,1,"18:04",2284,2284,"Jonathan Galloway Defensive Rebound.",0,3,-3,0.219579617574786,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
13,1,"17:55",2275,2275,"Foul on Luke Nelson.",0,3,-3,0.229291131055463,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
14,1,"17:55",2275,2275,"Luke Nelson Turnover.",0,3,-3,0.229291131055463,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
15,1,"17:40",2260,2260,"Tre Coggins made Jumper.",2,3,-1,0.258119277613318,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
16,1,"17:19",2239,2239,"Ioannis Dimakopoulos missed Jumper.",2,3,-1,0.264842988413524,"CSU Fullerton","UC Irvine",4,4,0,0,-5,400918901,2017-02-22
